id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
58560,122538,Taiko no Tatsujin: Tatacon de Dodon ga Don,NULL,2002-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59155,1289,Ratchet & Clank,"On a fine day on the planet Veldin, a furry Lombax named Ratchet is working on his spaceship when a robot crash lands near his home. Ratchet recovers the robot from the wreckage, naming him “Clank.” Clank shows Ratchet a recording of Chairman Drek of the Blarg race. In the recording, Drek explains that his home planet has become so polluted it is now uninhabitable. Drek’s solution is to build a new planet for his race by extracting areas from other planets! What’s worse is that Drek has developed a superweapon called the Deplanetizer which will destroy Veldin to make room for his new planet. Fearing that Drek will destroy everything in his path, Ratchet and Clank team up for their first explosive adventure to save the galaxy.",2002-11-04 00:00:00.000,82,NULL,80.0000,2,82.0753,195
59452,4165,Castleween,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,25.0000,1
59525,71101,Arthur's Knights II: The Secret of Merlin,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59859,138295,Ghost 'n Goblins Exceed,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60021,85734,Anstoß 4,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60321,136413,TipTop,NULL,2002-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60685,84126,Sven Zwø,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61062,68965,Necromania: Trap of Darkness,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61546,49638,Klonoa Heroes,"Klonoa Heroes is the second to latest game in the series, set in an alternate universe from the other games. Here, Klonoa lives in his hometown of Breezegale and is setting his sights on becoming a true hero. The game begins with him and his friend, Chipple, trying to pluck a special flower, the Hikari Sakura (literally the Light Sakura or Light Cherry-blossom) from a tree branch. The flower is said to only bloom under special circumstances, and the person who possesses it will be granted good luck. 
 
After getting the Hikari Sakura, Klonoa was informed by Popka, his small, dog-like friend, that several small monsters have taken up residence around his town, and Klonoa rushes to beat them back. Not long after defeating them, Klonoa decides to visit his friend, a priestess-in-training named Lolo, who informs him that more monsters have been sighted on Bell Hill, located just up the path from the shrine she is studying in. After promising he will come back safely, Klonoa makes his way to the top of the hill, only to be surrounded by several small, round creatures called Moos. Just then, he is rescued by a young man on the motorcycle who calls himself Guntz.",2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62221,49158,Contra Advance: The Alien Wars EX,NULL,2002-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62226,49351,Zidane: Football Generation 2002,NULL,2002-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62234,163572,The Legend of Zelda: Four Swords,NULL,2002-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62513,165307,Medal of Honor: Underground,NULL,2002-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63287,1757,Mega Man Battle Network 3 White,NULL,2002-12-06 00:00:00.000,2,NULL,NULL,NULL,88.5005,17
63723,135810,SpongeBob SquarePants Saves the Krusty Krab,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63776,70431,The Renai Simulation: Renai Kissa Watashi ni Oma Cafe,"The story is about a heroine who takes over a coffee shop after the death of her parents, and manages the shop with five heroines as waitresses. In particular, the heroine's likability is influenced by the coffee blend.",2002-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64360,56874,Papyrus : La Vengeance d'Aker,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64376,71996,Kick Off 2002,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64777,37445,Gekitou! Crash Gear Turbo: Gear Champion League,NULL,2002-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65015,140704,Prom Night,"It's the night of your senior prom! You can hardly believe it. After four long years, you're about to graduate. What's more, your date is Laurie Reynolds, a tall blonde on whom you've had a crush for years. You still can't believe you worked up the nerve to ask her out, or that she agreed to come with you. You're bursting with pride as you pull up to the St. Francis hotel in your brand-new BMW Z3 convertible, Laurie at your side. You're ready for the night of your life. 
 
	You goal, as it has been for your entire high school career, is to make it all the way with Laurie. Hopefully, you'll have some fun along the way ...",2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65071,49579,Fancy Pocket,NULL,2002-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65299,50586,Zoids VS,NULL,2002-10-06 00:00:00.000,NULL,NULL,NULL,NULL,22.0000,0
65477,129133,Rance 5D - The Lonely Girl & Rance VI - Collapse of Zeth -,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65887,69595,Disney/Pixar's Monsters Inc.: Wreck Room Arcade - Bowling for Screams,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66161,63504,RPG Tsukuuru 2003,NULL,2002-12-18 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
66398,51824,Haegemonia: Gold Edition,NULL,2002-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67016,119438,Billiards with Pilot Brothers comments,NULL,2002-09-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67603,114139,Myth of Ambition,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68536,23765,Hoyle Casino Empire,NULL,2002-09-23 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
68970,66508,Sven-Göran Eriksson's World Challenge,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69283,3726,Kirby: Nightmare in Dream Land,NULL,2002-10-25 00:00:00.000,10,NULL,70.0000,1,83.3817,61
69302,47313,The Terminator: Dawn of Fate,NULL,2002-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70005,35596,Star Wars: Galactic Battlegrounds Saga,NULL,2002-10-08 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,2
70033,14551,Impossible Creatures,NULL,2002-12-29 00:00:00.000,3,NULL,73.3333,4,76.7236,16
70332,49345,Turbo Turtle Adventure,NULL,2002-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70616,49323,The Mummy,NULL,2002-12-22 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
71092,44764,My Disney Kitchen,NULL,2002-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71259,65981,SD Gundam G Generation Neo,NULL,2002-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71569,94024,beatmania IIDX 8th style,NULL,2002-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71735,49662,Little Buster Q,NULL,2002-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72126,73706,Blue Sky: Acceptable Casualties,NULL,2002-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73048,71625,Dino Island,NULL,2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
73907,126145,Kochonland,NULL,2002-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74048,92677,Korokoro Post Nin,NULL,2002-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74387,75746,One Piece: Treasure Battle!,NULL,2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74869,125206,First Kiss Story II,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75248,49689,Metalgun Slinger,NULL,2002-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75425,47070,Crazy Chicken Kart XXL,NULL,2002-12-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
75562,80746,Hajime no Ippo: The Fighting!,NULL,2002-12-13 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
75601,140999,Radio Zonde,NULL,2002-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
75617,45171,Barbie Software: Groovy Games,NULL,2002-10-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76308,49202,Disney's Treasure Planet,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76650,146186,pop-pop,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77024,49541,Dan Doh!! Xi,NULL,2002-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77431,124418,Garfield's Scary Scavenger Hunt,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77665,23764,Earth and Beyond,NULL,2002-09-23 00:00:00.000,NULL,NULL,69.5000,2,NULL,NULL
77947,49535,Beast Shooter: Mezase Beast King,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77976,26832,Black Shades,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78203,49437,Ballistic: Ecks Vs. Sever 2,NULL,2002-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78625,134753,Atomica,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78683,47358,NBA Inside Drive 2003,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78759,75748,One Piece: Treasure Wars 2 Welcome to Buggyland,The story is loosely based upon the East Blue Saga. The Straw Hat Pirates challenge Buggy and his crew to a race in order to find the treasure.,2002-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78999,5921,Mary-Kate & Ashley: Sweet 16 - Licensed To Drive,NULL,2002-11-26 00:00:00.000,1,NULL,NULL,NULL,33.0000,0
79221,49613,J.League Winning Eleven Advance 2002,NULL,2002-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79356,56528,Scan Hunter: Sennen Kaigyo o Oe!,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79682,59564,ATF: Armored Task Force,NULL,2002-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79772,49753,Nakayoshi Youchien,NULL,2002-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80630,49792,Samurai Evolution: Oukoku Geist,NULL,2002-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80642,49788,Scan Hunter,NULL,2002-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81042,167121,Tenshi Na Konamaiki,NULL,2002-09-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81797,136875,Sega Smash Pack,NULL,2002-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82510,70346,Rugrats Munchin Land,NULL,2002-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83458,7592,Space Rangers,NULL,2002-12-20 00:00:00.000,5,NULL,90.0000,1,86.3240,15
83815,4016,Monopoly Party,NULL,2002-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84035,47307,AFL Live 2003,NULL,2002-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84064,49562,Galaxy Angel Game Boy Advance: Moridakusan Tenshi no Full Course Okawari Jiyuu,NULL,2002-10-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84900,193351,Rayman Arena,NULL,2002-09-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85210,45115,The Sims: Deluxe Edition,"Management in The Sims revolves around decision-making. From physical environmental layouts, to mental outlook, emotional makeup and skills of your Sims, you'll be immersed in their daily lives. Activities include buying and placing unique items for households and offices, selling and replacing worn out furnishings, and otherwise building and maintaining the world in which your Sims live.

You'll guide your Sims in life-development phases and chemistry between your Sims is a product of your manipulations as well - all form the level and style of interaction through conversations with other Sims.

The Sims has a range of ten career tracks for your breadwinners to follow and each career advancement requires specific skills for success. There are ten levels of positions within each of the ten career tracks - your Sims can work their way up in career fields.

Your Sims can experience floods, fires, and robberies. Neglect, starvation, loss of energy, failure to perform basic bathroom visits - all can affect your Sims and even stop them in their tracks. Death is an option and entire families could be wiped out by complete neglect and starvation.",2002-09-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85503,14469,Steel Panthers: Main Battle Tank,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85646,67628,Lego Island: Xtreme Stunts,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85931,10223,Shinobi,"The game has eight levels, each of them broken into two sections, and with bosses along the way. The control scheme allows you to dash, attack, jump and throw shurikens. A lock-on feature is also provided. It should be noted that the game also has a few hidden features such as holding attack during lock-on to do a charge attack, double jumping and throwing shuriken to do a shuriken burst, and a stun kick by press down and attack while locking on.

The main objectives of the levels is to kill. No item fetching is required, however the ninjutsu scrolls come in handy, and some levels require Hotsuma to break stone pillars to continue. Shinobi also contains combo features. One of these features is called a ""tate"" kill, whereby if enemies are killed in a chain, a cutscene will play killing all enemies at once and dropping more Yin for your blade. The other feature is that as Hotsuma kills with his cursed blade ""Akujiki"", the sword will change different colors indicating different damage multipliers.",2002-11-10 00:00:00.000,3,NULL,30.0000,1,79.9937,13
86013,3808,Big Air Freestyle,NULL,2002-09-24 00:00:00.000,NULL,NULL,NULL,NULL,40.0000,0
86184,681,Europa 1400: The Guild,NULL,2002-10-25 00:00:00.000,2,NULL,NULL,NULL,70.4927,6
86432,6211,Total Club Manager 2003,NULL,2002-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86753,73185,The Fifth Disciple,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87421,4162,Speed Challenge: Jacques Villeneuve's Racing Vision,NULL,2002-10-03 00:00:00.000,NULL,NULL,NULL,NULL,32.0000,0
87743,131449,Mega Man Battle Network 3,NULL,2002-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88339,49372,The Wild Thornberrys Movie,NULL,2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88353,72261,Do You Like Horny Bunnies? 2,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88401,94846,Micro Machines,NULL,2002-11-08 00:00:00.000,NULL,NULL,NULL,NULL,62.0000,4
88513,47332,Zapper: One Wicked Cricket!,"During a squabble over television, Zapper tries to use his brother Zipper (a grub) as a substitute TV antenna. Zipper is snatched away by an infamous thieving magpie, Maggie, who leaves an egg at the scene of the crime. Unfortunately, much to his dismay, Zapper sets off and determines to rescue his brother and turn Maggie into a jailbird. At the end of the game, Zapper gets Zipper back after defeating Maggie, and finally sets him up as a substitute TV antenna, just in time to watch TV by himself.",2002-11-05 00:00:00.000,NULL,NULL,NULL,NULL,34.0000,0
88560,148631,The Wild Thornberrys Movie,NULL,2002-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88686,19706,Neocron,NULL,2002-09-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88768,49433,The Powerpuff Girls: Him and Seek,NULL,2002-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88865,139036,I'm Gonna Serve You 4,NULL,2002-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88869,64673,Missing Parts 2: The Tantei Stories,NULL,2002-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89238,49181,Power Rangers: Wild Force,NULL,2002-09-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89961,4028,NASCAR Thunder 2003,NULL,2002-09-19 00:00:00.000,NULL,NULL,NULL,NULL,33.0000,2
89990,4092,Rocket Power: Beach Bandits,NULL,2002-09-20 00:00:00.000,2,NULL,NULL,NULL,34.0000,3
90014,71917,Jump Start: Animal Adventures,NULL,2002-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90177,2764,Nickelodeon Party Blast,NULL,2002-10-30 00:00:00.000,1,NULL,NULL,NULL,38.0000,0
90224,2330,Mario Party 4,NULL,2002-10-21 00:00:00.000,22,NULL,50.0000,1,73.5765,67
90527,49560,Chobits for Gameboy Advance: Atashi Dake no Hito,NULL,2002-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90781,9504,"Earth and Sky 2: Another Earth, Another Sky",NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91308,3880,Disney Sports Basketball,NULL,2002-11-05 00:00:00.000,NULL,NULL,NULL,NULL,34.0000,0
91561,72608,Ultraman Fighting Evolution 2,"In this mode you will choose 3 story if you defeated one of the story you will unlocked a character. Below are the listed of the story: 
 
The Prince of Monsters (From episodes 26 27 of Ultraman) 
The Ultra Garrison Goes West (From episodes 14 and 15 of Ultraseven) 
The Great Earth Invasion Operation (Exclusive to the game)",2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92042,6215,Toxic Grind,NULL,2002-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92137,170011,Donkey Kong-e,NULL,2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92590,170013,Mario Bros.-e,"The story of this game revolves around two plumbers, Mario and Luigi, who are working in the sewers of New York. The sewers are overrun by waves of enemies and the Mario Bros. have to defeat the enemies and collect coins to receive their pay.",2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92713,77336,The Legend of Zelda: A Link to the Past & Four Swords,"In A Link to the Past
The intro to A Link to the Past reveals the back story of the game, showing that series antagonist Ganon was sealed away after his bid for the Triforce. However, the seal has grown weak, and a wizard named Agahnim has taken over the throne of Hyrule, and is kidnapping the seven descendants of the Sages who sealed away Ganon, which includes Princess Zelda. The game opens with series protagonist Link receiving a message from Zelda, telling him to come save her. Following his Uncle, he finds him near death, and is tasked by his Uncle to find and rescue Zelda, giving him his sword and shield before dying. After Link reaches the dungeons, he frees Zelda from her cage, and takes her through a hidden sewer into a Sanctuary, where she remains hidden. The man in the Sanctuary tells Link of Agahnim's plan to break the seal the Sages placed, requiring Link to obtain the Master Sword. Link travels across Hyrule, aided by a man named Sahasrahla, collecting three pendants from the three dungeons, using them to unseal the Master Sword in the Lost Woods. Link returns to Hyrule Castle with the Master Sword after Zelda is kidnapped. When he meets Agahnim, he finds that he is too late, as Agahnim teleports her away.

After battling and defeating Agahnim, he takes Link into the Sacred Realm, which has been corrupted and transformed into the Dark World by Ganon. He is tasked with rescuing the seven Maidens who have been sealed away in crystals, as well as finding magical items called the Silver Arrows. Link eventually rescues Zelda, and uses the Maidens' power to break into Ganon's Tower. After fighting and defeating Agahnim for the second time, Ganon flies from Agahnim's corpse into the Pyramid of Power. Link follows, doing battle with him. He eventually defeats Ganon, and finds the Triforce. After the Triforce speaks to Link, Link uses it to wish for Hyrule to return to normal. Afterward, he returns the Master Sword to where he found it. If the player has completed Four Swords, they may find an alternate ending by beating a secret dungeon. This dungeon features four Dark Links, in reference to the four Links in the Four Swords game. After defeating them, an ending showing the inhabitants of the Dark World and the various bosses is shown.

In Four Swords
Taking place before the events of Ocarina of Time, the prologue shows Link and Zelda approaching a sword in a pedestal, called the Four Sword. After Zelda explains its history and the creature sealed within it, the creature named Vaati breaks free, capturing Zelda to marry her. Link is encountered by three fairies who instruct Link to pull the Four Sword out. Link pulls the Four Sword out, inadvertently creating three copies of himself that fight alongside him. As the game begins, the four Links are tasked with finding four Great Fairies, who together will grant them access to Vaati's palace. After finding the four Great Fairies and entering the palace the Links battle Vaati. After Vaati is thoroughly weakened, he is trapped in the Four Sword. Zelda and Link return the Four Sword back in its pedestal.",2002-12-02 00:00:00.000,6,NULL,100.0000,1,86.1113,15
92769,43427,Fisherman's Bass Club,NULL,2002-10-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93099,70347,Pyrrhic Tales: Prelude to Darkness,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93218,43706,NFL GameDay 2003,NULL,2002-09-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93333,4020,"Monsters, Inc. Scream Arena",NULL,2002-09-14 00:00:00.000,3,NULL,NULL,NULL,47.0000,1
93592,64210,MaXXed Out Racing,NULL,2002-09-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93928,151255,Kingdom Hearts Final Mix: Platinum Limited Edition,NULL,2002-12-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93941,94577,WizMo's Workshop: Dragons of Frozzbokk,NULL,2002-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94110,3809,Big Mutha Truckers,NULL,2002-11-27 00:00:00.000,1,NULL,65.0000,4,51.0000,1
94167,20657,Chulip,"Chulip opens with a dream sequence in which the unnamed, male protagonist kisses the girl he loves under the talking ""Lover's Tree"" on a green hill. The dream takes its course, the tree ends the sequence saying they lived happily ever after. However, once the protagonist wakes up, he and his father are just moving into Long Life Town, which appears very much like a small, Japanese village. Coincidentally, the girl of his dreams lives in this town, but she flatly rejects him due to his status as coming from a very poor family. Taking his father's advice, the hero decides to kiss the odd citizens of the town in order to strengthen his heart and improve his reputation. En route to doing so, he also resolves to write a love letter to his crush. When this treasured set of papers is stolen, he must search Long Life Town for the missing pieces. The hero's journey involves numerous bizarre incidents that lead him to cheating his way to the top of a major corporation, making contact with aliens, and acting as a defense lawyer in court. Once the three pieces of the love letter (the ink, paper, and pen) are collected, he writes and mails it to the girl. The game's ending shows the two meeting and kissing beneath the Lover's Tree, as the protagonist had dreamed.",2002-10-03 00:00:00.000,3,NULL,50.0000,1,NULL,NULL
94552,45085,Austin Powers Pinball,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94564,27621,The Partners,NULL,2002-09-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94593,856,NHL 2003,NULL,2002-09-30 00:00:00.000,3,NULL,40.0000,1,80.2497,10
95031,180208,Whispers in Akarra,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95137,95428,Premier Manager 2002-03,NULL,2002-11-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95579,49762,Pro Yakyuu Team o Tsukurou! Advance,NULL,2002-09-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95591,3207,Bandits: Phoenix Rising,"Bandits: Phoenix Rising is a futuristic, racing action game, set in a post apocalyptic wasteland. The player follows the pair Rewdalf and Fennec as they try to survive and make big bucks at the same time.",2002-10-11 00:00:00.000,1,NULL,60.0000,2,NULL,NULL
95694,11822,Beach Life,NULL,2002-09-06 00:00:00.000,7,NULL,60.0000,1,NULL,NULL
95871,3887,Disney's PK: Out of the Shadows,"Donald Duck was minding his business one day at his boring security guard job when the evil Evronian empire decided to attack Earth. A computer being known as One detected the invasion early, and teams up with Donald to turn him into the superhero PK. Now it is PK's job to repel the alien invasion.",2002-10-04 00:00:00.000,1,NULL,NULL,NULL,39.0000,3
95907,49172,Galidor: Defenders of the Outer Dimension,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95920,176138,Modi i Nanna: Sprytne Smyki,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95936,3908,Evolution Skateboarding,NULL,2002-10-09 00:00:00.000,NULL,NULL,NULL,NULL,25.0000,0
96595,182203,C-Dogs SDL,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97113,6011,Run Like Hell: Hunt or Be Hunted,NULL,2002-09-27 00:00:00.000,1,NULL,54.0000,3,NULL,NULL
97279,18809,Tomb Raider: The Prophecy,"Lara Croft discovers a manuscript which speaks of a mysterious occult magic which will bring desolation on earth in the near future. This prophecy also talks of three legendary stones which are linked with the mentioned devastation. Fascinated, Lara travels around the globe in search of these fabled stones. Along the way she'll meet enemies both human and otherwise and will also have to deal with dark magic of sorts.",2002-11-12 00:00:00.000,3,1,60.0000,2,NULL,NULL
97599,58127,NationStates,NULL,2002-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97617,23781,Barbie as Rapunzel CD-ROM: A Creative Adventure,NULL,2002-09-27 00:00:00.000,3,NULL,NULL,NULL,NULL,NULL
97688,4022,Muscle Champion: Kinnikutō Kessen,NULL,2002-11-21 00:00:00.000,NULL,NULL,NULL,NULL,49.0000,0
97774,19248,Disney's Treasure Planet,NULL,2002-11-12 00:00:00.000,NULL,NULL,50.0000,1,NULL,NULL
97887,92812,Pro Rally,NULL,2002-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98295,163702,Vampiromania: O Jogo,"In a small village, on a night with a full moon, an event would change the lives of the villagers forever. Nicolae, Andreea's father, was screaming in despair in front of his tavern. Everyone ran to see what had happened. Joining the crowd was Teodor, a brave man, known as a collector of legends and superstitions. Nicolae leads Teodor to the room of the young Andreea, who was lying on the floor, white as snow, her purple lips looking like violets. Teodor examines her and gives Nicolae the news: she is under some kind of spell. At this moment, Ecaterina, a beautiful woman, Petru's mother and Theodor's wife, appears.
Ecaterina is distraught to see Andreea and runs to embrace her. In the corner of the door, little Petru just observes everything. A few minutes later, everyone is around Andreea, who is lying on the bed. Ecaterina tries to hold back her tears, while Teodor explains to Nicolae that for a long time he has been chasing a creature that takes people's lives, making them servants, practically slaves. Nicolae doesn't understand, until Teodor shows him a bite mark on Andreea's neck.

Ecaterina yells at Teodor that it's his fault, that the Dark Count bit Andreea to get revenge for Teodor's relentless, practically obsessive hunting. Teodor exclaims that they are wasting their time. Destroying the Dark Count, Vlad Tepes, before dawn is the only way to save Andreea. The hitherto quiet Petru asks everyone what they are waiting for. And so they set off, revealing a great secret.",2002-09-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98397,22419,Sexy Beach,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98526,93395,Atari Revival,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99207,145894,PC Reciclator,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99383,153614,Animal Paradise,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99774,49333,Kong: The Animated Series,NULL,2002-09-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100202,138856,Akuji the Demon,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101253,49655,K-1 Pocket Grand Prix 2,NULL,2002-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101616,79379,DRL,NULL,2002-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102359,6553,Rave Master: Special Attack Force!,NULL,2002-09-29 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
102574,57658,Nanosaur Extreme!,NULL,2002-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102580,49820,Silk to Cotton,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102691,83245,Casper,The Ghostly Trio have turned all the adults in town into zombies leaving the children scared at the mercy of the Trio. The old Schoolmistress of the manor has them call in Dr. James Harvey to stop them only to become a zombie himself capable only of walking in front of him.,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,57.0000,0
